5.840534257513298189e-02,-2.645517139433452236e+00,9.353066383822244978e-01
-3.025152122277738886e-01,3.902327718055721206e+00,-4.056332860002724860e-01
4.591262509523930460e-03,-2.003772107969720384e+00,8.683586483308436410e-02
-2.517219190544341401e-01,3.962290401758943759e+00,2.419920944790789896e-01
7.139562728713019779e-02,-3.749443954737691875e+00,6.612976082731849559e-01
6.338863822880015653e-02,2.267669665895311049e+00,-6.819009248832081926e-01
4.554530035399326215e-01,-3.896972166577278962e+00,3.836054007875952521e-01
-2.434166978870924980e-01,3.094216585551652798e+00,9.946006524914999813e-01
1.470910091362658267e-01,3.448442198569768191e+00,-8.922317432665791692e-01
-1.499746872299986544e-01,3.473536352055103471e+00,-8.790267110181501087e-01
-1.507577140340514987e-01,3.072438977302908381e+00,9.970974861792381017e-01
2.732679339530978413e-01,-3.305262908365742547e+00,9.485791284703628534e-01
-5.319972300806898868e-01,-3.572685108136471221e+00,-7.907982044510306618e-01
1.925242404652661721e-01,-3.302210293672544150e+00,9.514453320055504815e-01
2.690181313989399303e-01,-2.270263430283686823e+00,7.002952849035948280e-01
-3.820084573192279453e-01,-3.691934472355566044e+00,-7.025389738779631577e-01
4.360881161589571509e-01,3.817990793063388733e+00,-5.382034965469933985e-01
1.727486380170558389e-01,-3.307162485606982116e+00,9.501900309795308086e-01
-2.259355630531729303e-02,-2.017757194798399656e+00,1.882751807675706601e-01
-2.067742192542394719e-01,2.704023106091091311e+00,9.576055942677024202e-01
2.029072282417510864e-01,-2.988678436750524803e+00,-9.999901360562722941e-01
-4.242274635358385115e-01,-3.812041676490446562e+00,-5.493773621767634729e-01
-1.979713555893604718e-02,2.485641859387390351e+00,8.576227595650544044e-01
-2.591852944215387589e-01,3.974470345498486434e+00,-1.840736960400670696e-01
-2.468399245236262418e-01,2.732229504386202823e+00,-9.665062888726283497e-01
-2.217359643198194286e-01,-3.892894057758589543e+00,4.375298419438263253e-01
6.402454564069540166e-02,-3.027351652886592248e+00,9.996071217519956198e-01
9.279799656371463812e-02,-2.827490882261732619e+00,-9.852733340212787017e-01
-3.984219252206042182e-04,3.457527460595306579e+00,8.891954800804318104e-01
-4.311311688091858385e-01,3.130005616390520107e+00,-9.871884921290643433e-01
-2.289316949494835385e-01,2.111137102031982682e+00,-4.814264380507838337e-01
-5.847039055208317487e-02,-2.296326343552226312e+00,7.112596542250528842e-01
1.052993548513844885e-01,2.573971400123432840e+00,9.057203997766032355e-01
-2.841578320178006489e-03,2.058177759864113110e+00,-3.361168887488575341e-01
-5.178805352375484006e-01,3.524940214206393030e+00,-8.266064886668088585e-01
-3.295322219273841835e-01,-2.208344763198627270e+00,-6.414031938072705108e-01
-1.907656186701915113e-01,2.826676810232667147e+00,9.859749545162739270e-01
1.421752978954893831e-01,-3.137858933614421808e+00,-9.899984497574487730e-01
-3.388885923118833410e-01,3.834788933968399594e+00,-5.272117021031055284e-01
1.664220278420282251e-01,-2.070338635179845177e+00,-3.848399935415635631e-01
-5.315227072495802840e-01,3.964094192219934421e+00,2.932700058574091648e-02
-1.878661760546503356e-01,1.999200463634842606e+00,-1.263008490142875917e-01
-6.907605715652603839e-03,-2.039000140931426230e+00,2.765895139063057062e-01
-7.854451324921027378e-02,2.397395821419444850e+00,7.990099000053451084e-01
-9.500369725868787474e-02,-3.877118017797628546e+00,-4.781433422475827588e-01
-3.573482403298360310e-01,-3.406496770752867054e+00,9.051047021187793584e-01
-4.606431036828163017e-01,-3.398503996433011931e+00,-9.030286316957174542e-01
1.175884447552663081e-01,-3.834595346331572951e+00,-5.481228200327158406e-01
4.286079810523636957e-01,3.950864542926191714e+00,2.263534905565398325e-01
-3.497381760485364088e-01,-3.088804957688453090e+00,9.940918729930678932e-01
-2.805163560514448706e-01,2.025187870681495639e+00,-2.950664137399791609e-01
1.887532669821525844e-01,2.240597949037552272e+00,6.597722771630426530e-01
2.608929383782098710e-01,-2.043603187198061555e+00,-3.416949883482028327e-01
5.598181557906125594e-01,3.723258696751744257e+00,-6.438998504644414256e-01
1.480213972671299005e-01,-2.359731566872316222e+00,-7.719934843274522951e-01
-4.140048924486110921e-02,3.956846496739049979e+00,2.898797435107006160e-01
2.924211026897529098e-01,3.021499749669398494e+00,9.993655117964445056e-01
1.165301607717308258e-01,2.952479897145231291e+00,-9.989769911029179328e-01
-3.387104286356268923e-01,-2.692858787009338339e+00,-9.582525543580825422e-01
3.476019281237310854e-01,2.510849189634195788e+00,-8.852035002746750925e-01
5.358373878400007895e-01,-3.915588260322543590e+00,3.058424845687116034e-01
-5.842446962595461146e-01,3.954409242748717190e+00,-7.294584210784708922e-02
-1.925485040788211810e-01,-2.644193040298156827e+00,-9.371950998996568805e-01
6.541144197755029144e-02,-2.172092773054873138e+00,-5.623158561712309211e-01
8.285043187098488360e-03,-3.995980831998355853e+00,-8.947107650805385948e-02
4.128586230072783109e-02,-2.966423960506867630e+00,9.994457759516233164e-01
